"","date","txVolume.USD.","txCount","marketcap.USD.","price.USD.","exchangeVolume.USD.","generatedCoins","fees","activeAddresses"
"2017-04-19",9747329.67186,22935,261650000,2.89,18424100,31435,11.9629003863,4155,NA
"2017-04-20",13586267.5406,24665,286485000,3.15,25077400,31652.1875,12.8887480876,4740,NA
"2017-04-21",7176533.55374,24056,297930000,3.28,12069800,30630,12.6732568359,4535,NA
"2017-04-22",3589502.84948,23012,289096000,3.18,5842940,31293.28125,12.0502637472,4172,NA
"2017-04-23",9471623.63392,23206,293703000,3.23,17227400,31097.8125,15.7628331704,4295,NA
"2017-04-24",25171148.6245,25194,324863000,3.57,42912000,32274.21875,13.3751370235,5676,NA
"2017-04-25",32591392.4825,25246,368833000,4.05,25195800,30685,16.5687922438,5410,NA
"2017-04-26",38648240.4755,25635,361613000,3.97,46981900,31734.375,13.4670238145,5869,NA
"2017-04-27",28786962.6546,27429,418466000,4.6,57485800,31190.15625,14.7371910142,6687,NA
"2017-04-28",15817423.1491,29065,450848000,4.95,29110500,30090.78125,18.1160661353,5943,NA
"2017-04-29",18184025.2182,23685,444253000,4.88,36329100,31640.15625,12.5523586316,5706,NA
"2017-04-30",38186882.4305,27576,496272000,5.44,82888200,31943.4375,15.007697509,6809,NA
"2017-05-01",66001013.8481,29397,591840000,6.49,118589000,31654.53125,15.5904142652,8030,NA
"2017-05-02",37679842.2186,28255,632910000,6.94,56020100,31396.40625,15.0893872665,7290,NA
"2017-05-03",44096609.0548,28487,597190000,6.54,35759200,31213.125,15.0228223197,7131,NA
"2017-05-04",24262638.4679,29753,609121000,6.67,61868400,31068.4375,15.7244779948,7600,NA
"2017-05-05",46333954.1934,28922,701217000,7.68,60387300,31761.71875,15.24409711,7287,NA
"2017-05-06",26537303.7939,27531,689342000,7.55,31552400,31437.03125,14.4170882869,6409,NA
